,station_id,name,lat,lon,capacity,stationCode_x,rental_methods,timestamp,datetime,stationCode_y,num_bikes_available,numBikesAvailable,num_docks_available,numDocksAvailable,is_installed,is_returning,is_renting,last_reported,mechanical_available,ebike_available
0,213688169,Benjamin Godard - Victor Hugo,48.865983,2.275725,35,16107,,1587027660.0,2020-04-16 11:01:00,16107,10,10,25,25,1,1,1,1587026316,2,8
1,99950133,André Mazet - Saint-André des Arts,48.85375581057431,2.3390958085656166,55,6015,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,6015,31,31,22,22,1,1,1,1587026342,29,2
2,516709288,Charonne - Robert et Sonia Delauney,48.85590755596891,2.3925706744194035,20,11104,,1587027660.0,2020-04-16 11:01:00,11104,3,3,17,17,1,1,1,1587026360,2,1
3,36255,Toudouze - Clauzel,48.87929591733507,2.3373600840568547,21,9020,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,9020,15,15,6,6,1,1,1,1587025767,11,4
4,37815204,Mairie du 12ème,48.84085531176338,2.3875549435615544,30,12109,,1587027660.0,2020-04-16 11:01:00,12109,13,13,17,17,1,1,1,1587026347,12,1
5,100769544,Harpe - Saint-Germain,48.85151881501689,2.343670316040516,45,5001,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,5001,17,17,28,28,1,1,1,1587025960,16,1
6,85002689,Jourdan - Stade Charléty,48.81942833336948,2.343335375189781,60,14014,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,14014,2,2,57,57,1,1,1,1587026199,0,2
7,54000559,Jouffroy d'Abbans - Wagram,48.881973298351625,2.301132157444954,40,17026,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,17026,7,7,33,33,1,1,1,1587026343,7,0
8,85043758,Guersant - Gouvion-Saint-Cyr,48.88287775178599,2.287667370814871,39,17041,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,17041,20,20,19,19,1,1,1,1587026340,13,7
9,123095125,Alibert - Jemmapes,48.8710440519842,2.366104461987773,60,10013,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,10013,23,23,37,37,1,1,1,1587026345,20,3
10,129026597,Caumartin - Provence,48.874422773426545,2.3284685611724854,22,9104,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,9104,7,7,15,15,1,1,1,1587026166,4,3
11,251039991,Cassini - Denfert-Rochereau,48.83752583906732,2.336035408079624,25,14111,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,14111,8,8,17,17,1,1,1,1587025825,2,6
12,37874517,Saint-Sulpice,48.85165383178419,2.3308077827095985,21,6003,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,6003,9,9,12,12,1,1,1,1587026249,4,5
13,66491398,Le Brun - Gobelins,48.835092787823875,2.353468135133752,48,13007,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,13007,14,14,33,33,1,1,1,1587026321,12,2
14,210403080,Lacépède - Monge,48.84389286531899,2.3519663885235786,23,5110,['CREDITCARD'],1587027660.0,2020-04-16 11:01:00,5110,2,2,21,21,1,1,1,1587026200,1,1
