,station_id,name,lat,lon,capacity,stationCode_x,rental_methods,timestamp,datetime,stationCode_y,num_bikes_available,numBikesAvailable,num_docks_available,numDocksAvailable,is_installed,is_returning,is_renting,last_reported,mechanical_available,ebike_available
0,213688169,Benjamin Godard - Victor Hugo,48.865983,2.275725,35,16107,,1587581972.0,2020-04-22 20:59:32,16107,8,8,27,27,1,1,1,1587581758,2,6
1,99950133,André Mazet - Saint-André des Arts,48.85375581057431,2.3390958085656166,55,6015,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,6015,11,11,41,41,1,1,1,1587581345,9,2
2,516709288,Charonne - Robert et Sonia Delauney,48.85590755596891,2.3925706744194035,20,11104,,1587581972.0,2020-04-22 20:59:32,11104,8,8,12,12,1,1,1,1587581419,4,4
3,36255,Toudouze - Clauzel,48.87929591733507,2.3373600840568547,21,9020,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,9020,10,10,11,11,1,1,1,1587581681,7,3
4,37815204,Mairie du 12ème,48.84085531176338,2.3875549435615544,30,12109,,1587581972.0,2020-04-22 20:59:32,12109,7,7,23,23,1,1,1,1587581694,7,0
5,100769544,Harpe - Saint-Germain,48.85151881501689,2.343670316040516,45,5001,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,5001,12,12,33,33,1,1,1,1587581726,9,3
6,85002689,Jourdan - Stade Charléty,48.81942833336948,2.343335375189781,60,14014,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,14014,7,7,53,53,1,1,1,1587581798,0,7
7,54000559,Jouffroy d'Abbans - Wagram,48.881973298351625,2.301132157444954,40,17026,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,17026,14,14,26,26,1,1,1,1587581636,9,5
8,85043758,Guersant - Gouvion-Saint-Cyr,48.88287775178599,2.287667370814871,39,17041,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,17041,24,24,15,15,1,1,1,1587581800,18,6
9,123095125,Alibert - Jemmapes,48.8710440519842,2.366104461987773,60,10013,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,10013,1,1,59,59,1,1,1,1587581267,1,0
10,129026597,Caumartin - Provence,48.874422773426545,2.3284685611724854,22,9104,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,9104,10,10,12,12,1,1,1,1587581370,9,1
11,251039991,Cassini - Denfert-Rochereau,48.83752583906732,2.336035408079624,25,14111,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,14111,0,0,25,25,1,1,1,1587581782,0,0
12,37874517,Saint-Sulpice,48.85165383178419,2.3308077827095985,21,6003,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,6003,6,6,13,13,1,1,1,1587581216,6,0
13,66491398,Le Brun - Gobelins,48.835092787823875,2.353468135133752,48,13007,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,13007,18,18,29,29,1,1,1,1587581788,7,11
14,210403080,Lacépède - Monge,48.84389286531899,2.3519663885235786,23,5110,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,5110,5,5,18,18,1,1,1,1587581604,0,5
15,210561800,Saint-Romain - Cherche-Midi,48.84708159081946,2.321374788880348,17,6108,,1587581972.0,2020-04-22 20:59:32,6108,12,12,5,5,1,1,1,1587581733,10,2
16,209063434,André Karman - République,48.91039875761846,2.3851355910301213,31,33006,,1587581972.0,2020-04-22 20:59:32,33006,13,13,19,19,1,1,1,1587581726,3,10
17,94555589,Pierre et Marie Curie - Maurice Thorez,48.81580226360801,2.376804985105991,27,42016,,1587581972.0,2020-04-22 20:59:32,42016,15,15,12,12,1,1,1,1587581793,1,14
18,244498842,Bois de Vincennes - Gare,48.836022242886884,2.4708339950830287,50,41301,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,41301,23,23,27,27,1,1,1,1587581585,22,1
19,43195240,Silly - Galliéni,48.835583838705936,2.2325500845909123,25,21010,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,21010,5,5,20,20,1,1,1,1587581505,5,0
20,210405211,Beaux-Arts - Bonaparte,48.856451985395786,2.334851883351803,20,6021,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,6021,7,7,14,14,1,1,1,1587581768,6,1
21,501862076,Place Nelson Mandela ,48.862090937689715,2.196576297283173,22,25006,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,25006,8,8,14,14,1,1,1,1587581402,3,5
22,437597018,Invalides - Duroc,48.8477924732952,2.3161920905113225,29,7001,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,7001,12,12,17,17,1,1,1,1587581737,10,2
23,207633746,Grande Armée - Brunel,48.876116,2.288124,62,17038,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,17038,7,7,55,55,1,1,1,1587581715,5,2
24,210566542,Square Boucicaut,48.851296433665276,2.325061820447445,60,7003,['CREDITCARD'],1587581972.0,2020-04-22 20:59:32,7003,4,4,56,56,1,1,1,1587581719,4,0
